Ipv,Vpv,Vdc,ia,ib,ic,va,vb,vc,Iabc,If,Vabc,Vf,label
1.57516479492188,101.15966796875,141.796875,0.4221181640625,-0.120849609375,-0.33484375,-149.981384277344,42.9861450195312,107.071584065576,0.458422050910617,50.0230033878715,154.628081208374,49.9996893396779,NF
1.31973266601562,101.806640625,143.5546875,-0.4775400390625,0.24169921875,0.269404296875,156.960906982422,-54.4499206542969,-95.1175944009006,0.455370895428635,50.2193748110135,155.705506455303,50.0023294836886,NF
1.49380493164062,101.2939453125,144.7265625,-0.470826171875,0.469970703125,-0.09314453125,127.198486328125,-141.916961669922,21.0792032876943,0.519327491784499,50.1046349345761,155.707050427655,49.9905852852136,F
1.5477294921875,101.348876953125,142.08984375,-0.3835458984375,-0.0537109375,0.403681640625,120.472106933594,22.3248291015625,-144.183197021484,0.467905502837955,49.8406047754499,155.18151160588,50.0009902164724,NF
1.54299926757812,101.434326171875,143.84765625,0.1938466796875,0.24169921875,-0.4221240234375,-77.4618530273438,-76.0273742675781,155.707244873055,0.452484373632246,50.0359039157739,155.121162008103,50.0014202774144,F
1.49002075195312,101.593017578125,144.7265625,-0.470826171875,0.29541015625,0.1418408203125,154.200439453125,-101.365814208984,-50.5844624836337,0.485544156455658,49.9449591373986,155.258115203671,49.99727745553,F
1.49948120117188,100.78125,143.5546875,-0.336548828125,0.523681640625,-0.20056640625,84.1761779785156,-154.791107177734,71.5672302246094,0.513292954667932,49.8806440209516,155.054240040773,49.9915431913481,NF
1.29891967773438,102.44140625,143.26171875,-0.4909677734375,0.24169921875,0.242548828125,155.381774902344,-64.6841430664062,-89.1506449380837,0.444171932656321,50.0093378718469,155.436866621324,50.0002459669621,NF
0.04730224609375,1.59912109375,114.55078125,-0.1149912109375,0.1141357421875,0.01427734375,-153.597717285156,85.2008056640625,72.4833679199703,0.110054794574096,50.0560831674736,154.910214662251,50.001015442229,F
1.46542358398438,101.1962890625,143.26171875,0.5026845703125,-0.4632568359375,-0.0595751953125,-137.878723144531,131.176452636719,11.5963745117188,0.516159459324506,50.0590909887176,155.258624465711,50.0008252401804,NF
1.57327270507812,100.96435546875,145.60546875,-0.4909677734375,0.255126953125,0.2089794921875,154.658508300781,-62.3455810546875,-90.5730692544368,0.509639290463309,50.1441443369377,155.389558986694,49.991223037592,F
1.57705688476562,101.397705078125,140.0390625,-0.497681640625,-0.2215576171875,-0.3415576171875,112.383575439453,36.0548400878906,-148.350016276044,0.268856894387242,50.6250513607517,155.062777760637,50.015214449348,F
1.5855712890625,101.30615234375,144.7265625,0.0797109375,-0.4632568359375,0.349970703125,-39.0322875976562,150.282745361328,-111.652272542277,0.458536865269819,49.9631455954308,155.609824870577,49.9975621388163,F
1.5325927734375,101.0986328125,143.84765625,-0.4506845703125,0.067138671875,0.376826171875,138.589935302734,-10.3306579589844,-127.901662190755,0.525183723530632,49.9444980224724,155.047307432755,50.0076294279671,NF
1.41622924804688,101.641845703125,146.19140625,0.173705078125,0.107421875,-0.25427734375,-67.5169372558594,154.465637207031,-87.61169433603,0.394914378898976,49.6152085844806,155.10816292844,49.9977417151477,NF
1.57232666015625,101.0986328125,143.84765625,-0.0747080078125,-0.3759765625,0.4372509765625,13.0549621582031,127.343139648438,-140.980733235647,0.464266239063938,49.8750701263758,155.464498672462,50.002414900284,F
1.47488403320312,101.96533203125,142.08984375,0.0595693359375,0.34912109375,-0.455693359375,-41.9132995605469,-105.247344970703,153.103485107422,0.478043805927139,49.8538655710243,156.053067861441,49.9979488427216,F
1.51934814453125,101.08642578125,142.96875,0.4221181640625,-0.0335693359375,-0.3684130859375,-141.555328369141,18.1178283691406,124.297383626302,0.506120211663088,50.1160262709648,154.971044086993,49.9959021220479,NF
